,title,description,return,sentiment
3/19/2020 6:30,Enloe Medical Center Becomes First Community Hospital in Northern California to Purchase a MRIdian MRI-Guided Radiation Therapy System,"ViewRay, Inc. (Nasdaq: VRAY) announced today that Enloe Medical Center – an independent, nonprofit hospital in Chico, California– has entered into a master agreement for the purchase of a MRIdian MRI-guided radiation therapy system. Upon installation, Enloe M…",2.3,
3/19/2020 6:30,JMU Limited Announced Appointment of New Independent Registered Public Accounting Firm,"JMU Limited (the ""Company"") (Nasdaq: MFH) today announced the appointment of Shanghai Perfect C.P.A Partnership (""Shanghai Perfect"") as the Company's independent registered public accounting firm. The change of the Company's independent registered public acco…",2.3,
3/19/2020 6:30,Coronavirus Crisis Federal Response: $100 Billion Relief Package - 9&10 News,President Trump is taking more steps in the national effort to combat the coronavirus in the U.S. The president signed a $100 billion coronavirus relief package into law on Wednesday. It includes provisions for free testing and paid emergency leave. Lawmakers…,2.3,
3/19/2020 7:00,G. Willi-Food International Reports A Record High Year With More Than Doubling Of Net Income In Fiscal Year 2019 Compared To Prior Year,"G. Willi-Food International Ltd. (NASDAQ: WILC) (the ""Company"" or ""Willi-Food""), a global company that specializes in the development, marketing and international distribution of kosher foods, today announced its financial results for the fiscal year ended De…",2.3,
3/19/2020 7:00,Extreme Networks Provides Update on Customer and Product Activity in Response to COVID-19,"Around the world, we are adjusting to a new reality in every part of our lives as a result of the COVID-19 pandemic. Extreme Networks, Inc. (Nasdaq: EXTR) extends its sympathy to all that are impacted. We also offer our gratitude to those workers and organiza…",2.3,
3/19/2020 7:00,Trip.com Expects 50 Percent Drop in First Quarter Revenue But Sees Some Local China Recovery,To hear that signs of recovery are in sight from China’s biggest travel firm is offering the battered tourism industry a glimmer of hope. -Xinyi Liang-Pholsena,2.3,
3/19/2020 7:15,BiondVax's CEO Comments on Impact of COVID-19 Pandemic on the Company's Ongoing Phase 3 Clinical Trial,"BiondVax Pharmaceuticals Ltd. (Nasdaq: BVXV) today issued an update regarding the impact of the COVID-19 pandemic on the ongoing pivotal, clinical efficacy, Phase 3 trial in Europe of the Company's M-001 universal influenza vaccine candidate.",2.3,
3/19/2020 7:30,A Historic 4-Week Crash: The Most Serious Time In 90 Years,This may help you prevent further losses of your hard-earned savings.,2.3,
3/19/2020 7:50,Analyst Says Gilead's Remdesivir Could Be Approved 'Within Months' For COVID-19 Treatment,A senior research analyst at Piper Sandler believes Gilead Sciences Inc.'s (NASDAQ: GILD) Remdesivir antiviral may soon be approved for COVID-19 treatment.The Gilead Analyst Tyler Van Buren maintains a Neutral rating on Gilead with a price target of $70.The G…,2.3,
3/19/2020 7:51,10 things you need to know before the opening bell,"Here's what you need to know before the markets open. 1. 'Race to the bottom': Stocks drop, dollar soars as coronavirus fears overpower stimulus efforts. ""Despite heavy losses, we do not rule out the possibility of a deeper bear market,"" one analyst said. 2. …",2.3,
3/19/2020 7:51,10 things you need to know before the opening bell,"Here's what you need to know before the markets open. 1. 'Race to the bottom': Stocks tumble, dollar soars as coronavirus fears overpower stimulus efforts. ""Despite heavy losses, we do not rule out the possibility of a deeper bear market,"" one analyst said. 2…",2.3,
3/19/2020 8:00,Starboard Delivers Letter to Board of eBay,"Starboard Value LP (together with its affiliates, ""Starboard""), one of the largest shareholders of eBay Inc. (NASDAQ: EBAY), with an ownership interest of more than 1.0% of the Company's outstanding shares, today announced that it has delivered a letter to Th…",2.3,
3/19/2020 8:05,JLL Income Property Trust Declares 33rd Consecutive Quarterly Dividend,"JLL Income Property Trust, an institutionally managed daily NAV REIT (NASDAQ: ZIPTAX; ZIPTMX; ZIPIAX; ZIPIMX), announced that on March 3, 2020 its Board of Directors approved a gross dividend for the first quarter of 2020 of $0.135 per share. JLL Income Prope…",2.3,
3/19/2020 8:30,Comscore Launches Brand Suitability Protections for Coronavirus Content,"Comscore (NASDAQ: SCOR), a trusted partner for planning, transacting, and evaluating media across platforms, today announced that it has launched an Epidemic brand safety segment aimed specifically at protecting brands from having their advertising appear in …",2.3,
3/19/2020 8:31,Assessing Market Liquidity,"Looking towards derivatives, we expect the closing of the Chicago Board Options Exchange's and Chicago Mercantile Exchange's open outcry trading floors at their close on March 13 to materially impact pricing and liquidity, starting this week.We applaud the S&…",2.3,
3/19/2020 8:48,"Dow slides as many as 721 points, jeopardizing Trump-era gains - Fox Business","Dow slides as many as 721 points, jeopardizing Trump-era gains Fox Business The entire Trump stock rally is nearly gone CNN Bear Market, Economic Recession: Where Are We Now? Morningstar.com Here's how long it has taken for bear market losses to recover Yahoo…",2.3,
3/19/2020 9:00,BlackLine Recognized As A 2020 Gartner Peer Insights Customers' Choice For Cloud Financial Close Solutions,"Accounting automation software leader BlackLine, Inc. (Nasdaq: BL) announced today it has been named a 2020 Gartner Peer Insights Customers' Choice for Cloud Financial Close Solutions as reported in Gartner's newly released Gartner Peer Insights 'Voice of the…",2.3,
3/19/2020 9:00,"SenesTech Launches ""Direct To Consumer"" Program for ContraPest®","SenesTech, Inc. (NASDAQ: SNES), a developer of proprietary technologies for managing animal pest populations through fertility control, today announced that it had successfully launched direct to consumer sales of its flagship rodent control product, ContraPe…",2.3,
3/19/2020 9:01,Stock-index futures lower in choppy trade after ECB rolls out additional stimulus and Fed backstops money markets - MarketWatch,Stock-index futures lower in choppy trade after ECB rolls out additional stimulus and Fed backstops money markets MarketWatch The European Central Bank has launched a 'bazooka' $820 billion pandemic fund to aid markets. 'There are no limits.' Markets Insider …,2.3,
3/19/2020 9:03,Natera Provides Remote Access to Tests Without Requiring Live Office Visits,"Natera, Inc. (NASDAQ: NTRA), a pioneer and global leader in cell-free DNA testing, today announced expanded access to its virtual ordering platforms and remote testing capabilities across its reproductive, oncology and organ transplant businesses.",2.3,
3/19/2020 9:03,Practice Knife-Catching With These Undervalued Dividend Stalwarts,"Timing the bottom of the market is as impossible as timing the top of the market. What's more reliable is sticking to tried-and-true value investing.For those who, like me, went into this bear market with a significant cash position, there are ample high-qual…",2.3,
3/19/2020 9:07,New York Stock Exchange closes trading floor after multiple traders test positive for coronavirus,"The New York Stock Exchange has announced that it will close its physical stock trading floor and move to strictly electronic trading, beginning with the opening of trading on Monday, March 23. This will mark the first time in more than 100 years that the phy…",2.3,
3/19/2020 9:15,SuperCom CEO to Purchase up to 6 Million of SPCB Shares,"SuperCom Ltd. (NASDAQ: SPCB), a global provider of Multi-Identity, IoT, Connectivity, and Cyber Security solutions for the global Public and Private Sectors, today announced that its CEO, Mr. Arie Trabelsi, has notified the Company that he has increased his p…",2.3,
3/19/2020 9:16,"Sapiens Partners With HazardHub to Integrate Real-time, Geographic Risk Data Into Its P&C Core Suite","Sapiens International Corporation, (NASDAQ: SPNS) (TASE: SPNS), a leading global provider of software solutions for the insurance industry, today announced it has entered into an agreement to partner with HazardHub, a third-generation provider of property-lev…",2.3,
3/19/2020 9:19,Coronavirus outbreak: NYSE takes another nosedive erasing Tuesday's rebound - Global News,"Coronavirus outbreak: NYSE takes another nosedive erasing Tuesday's rebound Global News Bear Market, Economic Recession: Where Are We Now? Morningstar.com The entire Trump stock rally is nearly gone CNN Stocks tumble, investors dash for cash amid recession fe…",2.3,
3/19/2020 9:21,"Sapiens Partners With HazardHub to Integrate Real-time, Geographic Risk Data Into Its P&C Core Suite","Sapiens International Corporation, (NASDAQ: SPNS) (TASE: SPNS), a leading global provider of software solutions for the insurance industry, today announced it has entered into an agreement to partner with HazardHub, a third-generation provider of property-lev…",2.3,
3/19/2020 9:25,Preformed Line Products Announces Quarterly Dividend,"The Board of Directors of Preformed Line Products Company (Nasdaq: PLPC) on March 16, 2020 declared a regular quarterly dividend in the amount of $.20 per share on the Company's common shares, payable April 20, 2020 to shareholders of record at the close of b…",2.3,
3/19/2020 9:30,Federal Reserve Launches Money Funds Vehicle to Support Credit Flow,"The Federal Reserve is introducing another credit tool to boost liquidity in the U.S. financial markets, which have gone into a freefall as economic activity is stalling amid the coronavirus outbreak. The Fed said late Wednesday that it’s broadening its credi…",2.3,
3/19/2020 9:32,Wall Street taking another beating as coronavirus rages on,US stocks are trading lower on Thursday after already plunging nearly 30 percent. The failure by Western countries to contain the Covid-19 outbreak is bringing global business to a halt and causing panic among investors. Read Full Article at RT.com,2.3,
3/19/2020 9:47,US stocks mixed; dollar rallies on stimulus bets - BNNBloomberg.ca,"U.S. stocks gained amid a battery of economic and financial measures from global policy makers aimed at easing the market turmoil. Treasuries climbed, oil soared and the dollar extended its rally.",2.3,
3/19/2020 10:07,"Dow Jones Today, Futures Dip On Coronavirus News: Boeing Slides Lower; Co-Diagnostics, Biomerica Spike - Investor's Business Daily","Dow Jones Today, Futures Dip On Coronavirus News: Boeing Slides Lower; Co-Diagnostics, Biomerica Spike Investor's Business Daily Stocks fall again a day after the Dow closed below 20,000 for first time since 2017 CNBC Stocks' roller coaster ride looks likely …",2.3,
3/19/2020 10:12,Coronavirus: Stock markets continue to sink amid fears of economic fallout - Global News,Coronavirus: Stock markets continue to sink amid fears of economic fallout Global News Stock Market Crash Investors Are Buying These TSX Stocks! The Motley Fool Canada Wall Street swings up and down as volatility retains grip CTV News View Full coverage on Go…,2.3,
3/19/2020 10:17,Markets are mixed in morning trading as industries adjust to the new normal,"After yesterday’s news that the U.S. automakers would temporarily close their doors and the US President Donald Trump invoked the Defense Production Act to shift manufacturing capacity to meet equipment shortages, trading on the major markets was mixed invest…",2.3,
